,agitatsiooni,aiheuttaa,aika,aikakausi,aikaväli,ajanjakso,ajankohta,akatemia,alamainen,alku,alue,arkisto,artikkeli,artikla,asema,asukas,avustaa,bonapartism,demokratia,dynastia,edistynyt,eduskunta,edustajisto,edustus,eheys,entinen,erilainen,erkaantua,erottaa,esittää,etu,eurooppa,eurooppalainen,hallinnallinen,hallinto,hallintojärjestelmä,hallitsija,hallitus,hallitusaika,hallitusmuoto,herttua,herttuakunta,hetki,historia,historiallinen,historiankirjoittaja,historiankirjoitus,historioitsija,hyöty,idea,ihminen,ihmis-,inhimillinen,intellektuelli,intressi,irrottaa,irtautua,isänmaa,itsellisyys,itsemääräys,jakaa,jakautua,johtaja,julkaista,julkinen,järjestelmä,jäsen,kannattaa,kansa,kansakunta,kansalainen,kansallinen,kansanedustus,karjala,karjalainen,kartta,kausi,kehittynyt,keisari,keisarikunta,keisarilinen,kenraali,keskiaika,keskitetty,kieli,kirjoitus,kolkka,komento,kommunism,konservatism,kotimaa,kotimainen,koulu,kruunu,kulmakunta,kulttuuri,kuningas,kuningaskunta,kuninkaallinen,kunta,kysymys,käsitellä,käsitys,laki,lausunto,lehti,liberaali,liberalismi,liittää,loukkaamattomuus,luku,luoda,luonne,luonto,luovutettu,luovuttaa,lääni,maa-alue,maakunta,maantieteellinen,mahti,markka,mielenilmaus,mielikuva,ministeristö,mobilisaatio,monarkki,moraali,muodollinen,muodostaa,muodostua,muotoutua,myytti,määräys,napoleon,neuvotella,nyky-,oikeus,oppilaitos,osallistua,osavaltio,paikallinen,paikallis-,painattaa,parlamentti,patriotism,periaate,periodi,perustaa,perustuslaki,pietari,pohjoismaa,politiikka,provinssi,puhe,puolustaa,pykälä,päätös,raha,rahoittaa,raja,rajaseutu,ratkaisu,rauha,republikanism,res publica,retoriikka,riidanalainen,riitainen,riski,ruhtinaskunta,ruotsalainen,ruotsi,sanomalehti,senaatti,separatismi,seutu,sisä,sisäinen,sivistys,skandinavia,sopimus,sosiaalinen,sota,status,suojella,suomalainen,suomenmaa,suomi,suuriruhtinaanmaa,suuriruhtinaskunta,suurvalta,suvereeni,synty,sääntö,sääty,talous,tasa-arvo,terrorism,tiede,toimivalta,traktaatti,tsaari,tukea,uhka,uskomus,vaara,vaihe,vaihtaa,vaihtoehto,vaino,vallanpitäjä,valta,valtakunta,valtias,valtio,valtiomuoto,valtionjohto,valtiopäivät,valtiosääty,valtioviisaus,valuutta,vandalism,vanha,varhainen,varhais,vastalause,venäjä,venäläinen,vertailu,virallinen,virkamies,voima,vuosisata,yhdistyä,yhdistää,yhteiskunnallinen,yhteiskunta,yhteistoiminta,yhteistyö,yhteisö,yhteys,yksimielisyys,yleinen,yleis-,yliopisto,itsenäinen,valtiosääntö,älykkö,älyllinen,year
1870,0,0,789,27,0,0,0,4,48,87,1,8,1,3,73,12,12,0,1,28,72,11,0,1,1,378,16,0,5,9,166,1,0,0,11,0,37,852,0,13,90,2,77,154,35,0,0,0,107,0,525,37,0,0,8,6,0,13,0,0,14678,0,124,48,81,5,144,75,804,11,20,38,0,2,3,36,6,2,247,6,132,444,0,0,288,3,15,1,0,0,1,0,332,84,0,1,331,1,0,152,391,5,36,196,0,557,0,0,73,0,399,27,34,121,2,9,137,0,24,8,22,283,0,0,12,0,0,0,1,76,0,0,0,59,0,2,44,8,8,0,0,2,1,2,49,0,0,0,121,6,0,0,0,0,133,124,22,17,178,2,66,0,0,177,0,7,0,1,3,1,2,116,37,83,323,0,33,41,1,47,0,6,0,397,0,2,245,0,53,0,0,0,0,29,125,36,1003,0,0,36,0,0,0,14,13,0,75,14,18,0,8,0,350,42,8,150,0,0,32,0,0,8,0,577,5,0,0,9,55,4,88,24,160,3,119,1,0,8,0,0,1,66,0,389,4,51,7,0,0,0,1870
1871,0,0,809,68,0,0,0,2,47,107,8,12,0,0,106,53,9,0,0,19,78,20,0,2,0,499,24,0,6,3,133,0,0,0,11,0,46,918,0,20,91,1,82,245,45,0,0,0,133,0,581,44,0,0,15,10,0,24,0,0,18501,0,139,61,66,12,194,115,1010,9,31,75,0,1,5,34,8,3,356,15,133,446,1,0,309,3,31,7,0,0,2,0,494,107,2,10,398,7,0,249,866,10,54,223,0,754,0,0,98,0,470,43,51,168,2,8,126,0,31,1,21,378,0,0,40,0,1,0,2,71,0,0,0,79,0,2,29,14,22,0,0,6,1,4,50,0,7,0,244,20,0,0,0,0,151,177,32,14,181,2,71,0,4,206,0,0,0,2,1,2,0,208,67,195,238,0,22,35,0,76,0,12,4,389,0,0,367,0,55,0,0,0,0,35,111,64,991,1,0,32,0,1,0,36,6,0,99,10,41,0,19,0,407,56,6,159,1,0,76,0,0,7,0,867,10,0,0,7,96,2,67,36,288,14,148,1,0,9,0,0,0,95,0,569,4,72,11,0,0,0,1871
1872,0,0,864,32,0,4,0,14,92,114,4,1,8,1,120,18,9,0,1,14,68,25,0,11,0,487,17,0,11,22,143,3,0,0,20,0,28,776,0,27,48,0,70,197,34,0,0,0,147,0,630,32,0,0,2,2,0,23,0,0,19210,6,240,52,63,12,206,134,889,12,37,48,0,2,6,74,3,3,168,6,54,116,0,0,239,0,23,1,0,0,4,0,595,123,0,4,312,3,0,221,649,11,46,319,0,476,0,0,109,0,437,42,47,162,3,11,229,0,33,2,25,309,0,0,10,0,0,0,4,55,1,0,1,142,0,5,15,18,48,0,0,1,2,1,8,0,13,0,304,7,0,0,0,0,218,160,54,23,158,2,53,0,7,146,0,3,0,0,2,3,0,235,100,166,233,0,31,34,0,49,0,14,0,190,0,0,594,0,82,0,0,0,0,27,138,958,718,0,0,44,0,0,3,33,11,0,90,8,33,0,15,0,404,68,2,430,0,0,98,0,0,2,0,687,2,0,0,10,70,4,42,49,233,2,127,5,0,13,0,0,0,66,0,513,5,78,14,2,0,0,1872
1873,0,0,965,38,0,5,0,10,123,137,15,5,1,3,119,19,7,0,0,10,84,19,0,1,0,421,21,2,5,7,113,1,0,0,18,0,69,691,0,10,75,1,105,267,41,0,0,0,184,0,653,19,0,0,0,6,0,37,0,0,18010,0,190,55,67,7,178,135,850,26,50,57,0,1,7,67,8,4,280,5,101,184,0,0,314,5,43,3,0,0,1,0,490,115,7,2,523,3,0,243,482,5,39,206,0,545,0,0,105,0,480,57,36,201,14,9,190,0,25,2,24,227,0,0,15,0,0,0,1,46,2,0,0,106,0,4,24,7,24,0,0,1,0,2,18,0,4,0,267,4,1,0,0,0,183,116,17,22,174,0,33,0,5,143,0,0,0,1,3,5,0,263,119,104,487,0,34,26,1,39,0,13,0,193,0,0,593,0,85,0,0,0,0,34,82,22,757,0,0,28,0,0,38,32,12,0,83,10,51,0,15,0,372,26,15,149,0,0,41,1,0,11,0,871,5,0,0,10,65,1,45,45,214,6,94,0,0,26,0,0,0,60,0,392,7,56,19,0,0,0,1873
1874,0,0,874,21,0,0,0,4,98,149,3,2,3,0,157,13,7,0,0,11,77,25,0,0,0,300,24,3,8,11,139,1,0,0,27,0,30,626,1,22,148,0,98,242,43,0,0,0,120,0,651,45,0,0,3,6,0,37,0,0,17290,0,254,46,49,18,253,143,837,15,50,49,0,0,2,84,7,8,176,8,67,174,0,0,191,8,36,5,0,0,5,0,506,106,1,3,273,2,0,226,514,9,49,273,0,396,0,0,88,0,448,48,32,172,4,3,108,0,23,1,25,269,0,0,9,0,0,1,0,44,1,0,2,75,0,8,54,12,39,0,0,0,1,8,38,0,3,0,328,8,0,0,0,0,194,101,24,4,218,0,45,0,0,152,0,5,0,0,2,9,0,203,129,162,545,0,31,51,1,58,0,17,0,222,0,0,540,0,102,0,0,0,0,32,64,32,795,5,0,43,0,0,1,27,23,0,79,8,25,0,9,0,356,46,3,203,2,0,31,0,0,13,0,739,4,0,0,16,87,2,23,40,235,7,120,1,0,20,0,0,0,59,0,341,1,58,15,0,0,0,1874
1875,0,0,1045,43,0,6,0,3,103,185,10,1,2,2,155,16,26,0,0,13,89,15,0,1,0,399,21,3,10,10,206,0,0,0,26,0,41,634,0,9,55,0,101,312,53,0,0,0,180,0,812,55,0,0,0,15,0,50,0,1,18800,1,217,72,75,8,263,166,1045,28,74,68,0,0,2,37,10,16,223,9,47,112,1,0,236,2,43,4,0,0,5,0,518,85,6,2,512,12,0,225,777,6,71,273,0,670,0,0,134,0,675,71,65,187,9,15,77,0,21,2,37,375,0,0,3,0,0,0,6,67,4,0,3,113,0,9,36,16,22,1,0,1,0,9,8,0,7,0,355,3,0,1,0,0,236,124,26,14,330,2,62,0,3,147,0,1,0,0,5,3,0,292,63,199,417,0,43,43,2,85,0,20,0,275,1,1,578,0,63,0,0,0,0,53,88,24,925,0,0,28,0,0,11,46,24,0,127,11,46,0,12,0,417,56,11,222,1,0,42,0,0,10,0,996,3,0,0,7,73,1,43,39,240,18,119,1,0,29,0,0,1,47,0,612,41,51,25,4,0,0,1875
1876,0,0,1620,37,0,9,0,5,92,214,8,4,3,1,276,28,20,0,0,26,155,17,0,2,0,565,32,0,8,29,223,2,0,0,27,0,82,1008,2,8,297,1,162,414,71,0,0,0,185,0,1060,52,0,0,0,8,0,52,0,0,28180,2,343,127,87,51,263,271,1574,19,112,129,0,1,3,119,9,13,305,17,112,283,2,0,469,9,49,6,0,0,6,0,628,97,10,4,642,5,0,367,1009,13,119,341,0,886,2,0,141,0,740,82,91,265,8,28,147,0,32,4,46,456,0,0,12,0,0,0,1,92,6,0,0,155,0,6,66,9,49,2,0,0,4,8,24,0,20,0,316,13,0,0,0,0,349,179,70,12,382,0,76,0,5,303,0,0,0,2,2,5,2,309,114,355,574,0,50,55,1,89,0,41,0,494,1,1,711,0,61,0,0,2,0,60,138,72,1220,0,0,52,0,0,19,44,15,0,133,18,68,0,11,0,586,101,9,276,2,0,74,0,0,9,0,1262,7,0,0,8,84,5,60,67,361,15,239,1,0,35,0,1,0,49,0,784,20,75,34,2,0,0,1876
1877,0,0,2106,69,0,10,1,3,147,285,19,11,6,0,502,28,38,0,0,39,150,12,0,13,0,628,47,1,9,34,352,1,0,0,50,0,77,1529,0,8,107,0,303,326,57,0,0,0,191,0,1224,54,0,0,5,15,1,100,0,0,41678,7,377,114,114,72,471,347,1874,22,185,117,0,1,6,203,7,13,439,12,144,1649,0,0,457,4,65,16,0,0,16,0,973,181,10,8,462,5,0,535,1396,41,116,611,0,1080,4,1,161,0,1019,95,111,274,6,16,230,0,47,12,55,541,0,0,33,0,0,0,5,200,4,0,1,328,0,9,56,20,49,1,0,5,11,14,19,1,42,0,484,30,1,0,0,0,364,465,174,17,386,5,83,0,10,497,0,0,0,4,10,3,4,444,260,323,459,0,97,57,2,136,0,32,0,925,0,1,1434,0,252,0,0,0,0,80,194,1671,1379,8,0,57,0,0,19,92,48,0,177,18,68,0,33,0,721,121,8,565,0,0,148,0,1,10,1,1330,13,0,0,21,315,4,146,87,393,9,311,4,0,52,0,0,0,197,3,950,21,143,38,0,0,0,1877
1878,0,0,2661,89,0,2,0,8,160,332,55,15,8,2,538,50,31,0,2,79,224,19,0,15,0,802,75,1,14,21,380,4,0,0,65,0,127,2638,1,20,364,1,305,533,77,0,0,0,296,0,1571,71,0,0,3,19,0,104,0,1,52029,0,658,155,137,47,555,471,2427,21,148,251,0,3,4,302,10,12,782,14,361,1584,1,0,461,13,80,10,0,0,17,0,1113,265,10,7,1010,8,1,490,1904,14,156,569,0,2151,14,0,198,0,1154,146,143,340,18,68,132,2,93,5,58,828,0,0,81,0,0,0,8,348,7,0,2,214,0,9,65,20,65,2,0,6,7,9,99,0,33,0,551,34,0,0,5,0,582,397,96,39,553,4,303,0,22,932,0,1,0,5,10,5,84,489,100,562,1387,0,79,86,1,140,0,187,0,1629,0,2,1348,0,69,0,0,1,0,78,178,301,2080,3,0,62,1,0,7,112,69,0,265,20,123,0,23,1,926,195,16,474,2,0,151,0,0,9,0,2084,13,1,0,16,431,9,157,118,578,25,281,2,0,78,0,0,1,123,1,1226,14,155,91,0,0,0,1878
1879,0,0,3137,129,0,7,0,5,169,434,102,18,16,7,464,63,28,0,2,53,227,11,0,12,1,888,71,1,21,29,365,4,0,0,62,0,134,2488,0,24,240,3,311,722,84,0,0,0,411,1,1766,84,0,0,1,12,0,79,0,0,55339,2,757,172,194,60,663,393,2617,22,168,294,0,2,9,222,22,59,611,23,405,941,0,0,869,15,67,19,0,0,19,0,1454,304,6,14,1371,10,0,888,1969,22,167,809,0,2369,4,0,252,0,1605,212,160,450,24,71,329,0,59,21,109,885,0,1,87,0,0,1,20,255,6,0,4,265,0,23,110,24,108,1,0,6,2,4,55,0,34,0,790,26,1,0,6,0,583,438,96,20,573,0,187,0,18,532,0,1,0,3,8,5,21,574,178,448,2066,0,155,91,2,189,0,110,3,906,0,3,1784,0,206,0,0,1,0,153,192,104,2679,5,0,70,2,0,35,96,30,0,352,11,104,0,35,1,997,159,11,540,0,0,99,3,1,5,0,2277,18,0,0,25,368,8,195,182,553,26,298,4,1,105,1,1,0,161,1,1320,23,127,36,0,0,0,1879
1880,0,0,3285,108,0,6,2,7,184,403,74,7,14,4,500,84,25,0,10,55,240,18,1,7,0,898,87,3,24,46,307,5,0,0,67,0,141,2239,5,16,204,1,357,672,90,0,0,0,342,1,2015,78,0,0,0,8,0,89,0,0,58270,3,794,150,152,42,657,398,2794,54,175,322,0,4,17,92,11,53,818,9,471,804,0,0,980,13,65,24,1,0,18,0,1287,252,9,12,975,20,0,915,1924,20,187,667,1,2464,14,1,233,0,1363,187,163,410,14,102,242,1,59,21,93,1132,0,0,95,0,0,4,6,294,8,0,3,246,0,16,87,24,100,0,0,4,4,8,76,0,34,0,917,26,0,0,3,0,653,384,114,27,499,5,240,0,14,522,0,2,0,6,13,1,11,786,195,493,1918,0,124,128,2,195,0,77,0,679,1,1,1622,0,165,0,0,2,0,99,186,166,2846,4,0,88,0,0,21,100,41,0,295,26,82,0,58,1,926,121,28,396,1,0,62,0,0,4,0,2366,21,0,0,11,300,10,152,196,616,24,321,3,1,72,0,1,5,141,0,1201,20,144,103,0,0,0,1880
