,words,absolutism,administrativ,akademi,allmoge,allmän,allmänna,alternativ,amerikanism,anakronism,anarkism,annan,annorlunda,antagonism,antisemitism,arkiv,artikel,assosiera,ateism,autonomi,avtal,barbarism,befattningshavare,begrepp,bilda,bonapartism,byråkratism,byta,central,cesarism,chauvinism,dagstidning,del,dela,delstat,delta,demokrati,demokratism,despotism,diskutera,dogmatism,dynastisk,ekonomi,ekonomisk,epok,era,europa,europeisk,fanatism,fatalism,federalism,fennicism,finans,finland,finlandism,finländare,finländsk,finne,finsk,finska,folk,folkrepresentation,form,formalism,fred,fråga,furstendöme,förbi,fördrag,förena,föreställning,författning,förhandla,förra,försvara,förvaltningssystem,förändring,gemensam,general,gensaga,geografisk,gestalt,grundlag,gräns,gränslandet,gränslinje,gudasaga,hertig,hertigdöme,hisoriograf,historia,historie-,historieskrivning,historiker,historisk,human,humanism,huvud,härskare,hävdateckning,idea,idealism,ifrågasatta,imperialism,imperium,indifferentism,individualism,inre,inrikes,integritet,intellectual,intern,intresse,invändning,invånare,jämförelse,jämlikhet,karelare,karelen,karelsk,karta,katolicism,kejsardöme,kejsare,kejserling,klerikalism,knutpatriotism,kombinera,kommunism,koncept,konservatism,konstitution,konstitutionalism,kontroversiell,kosmopolitism,krig,kultur,kung,kynne,lag,land,landområde,landtag,liberal,liberalism,lokal,lokalpatriotism,makt,marskalk,materialism,medborgare,medeltid,medlem,militarism,mobilisering,modern,monark,mynt,myt,napoleon,nation,naturalism,nature,nepotism,nihilism,nordiska,nutida,nyhetstidning,offentlig,officiell,olik,område,omtvistad,orts-,panslavism,paragraf,parlament,parlamentarianism,parlamentarisk_regering,partifanatism,partikularism,patriotism,pengar,penning,period,pest,pietism,polism,politik,positivism,princip,protektionism,protest,provins,publicera,radikalism,rationalism,realism,regel,regent,regering,regeringsform,region,representation,republikanism,res_publica,retorik,retorisk,rike,riksdag,risk,ryska,ryss,ryssland,rätt-,rättighet,samarbete,samband,samfund,samhällelig,samhället,samhällsform,sankt_petersburg,schism,sedel,sekel,sekterism,senat,separatismen,servilism,självstyrelse,skandinavien,skandinavism,skapa,skede,skepticism,skilja,slant,social,socialism,språk,språkdualism,språkfanatism,stat,statsform,statsorganism,statsskick,status,storfurstendöme,styre,styresman,ställning,stånd,stödja,stötta,suverän,suveränitet,svenska,sverige,swensk,system,talet,territorium,terrorism,tid,tidig,tidigare,tidstrogen,tjänsteman,trakt,tsar,tvistig,underståte,universitet,utforma,utilitarism,utvecklad,utverka,valuta,vandalism,vaxlä,vetenskap,välde,ämbetsman,århundrade,åsikt,överenskommelse,överlåta,year
1876,3255718,0,86,1008,55,6221,2079,317,0,1,0,4650,235,0,0,117,92,0,0,0,1,0,0,124,656,0,0,116,232,0,0,0,36634,10368,1,1513,2,0,2,55,0,0,587,516,2,20915,68,37,1,0,0,0,391,32,0,0,0,3035,16,15,3110,3,1528,2,1230,14469,1,1218,22,1171,146,1254,4,1075,179,1,2476,616,777,2,71,70,784,537,0,0,0,27,1,0,114,85,0,1,212,35,0,2870,0,0,14943,0,478,0,0,0,0,324,56,0,0,1216,861,139,267,1,0,0,0,0,493,1,4,4,0,0,0,4,0,5,9,0,0,0,0,1597,228,756,7,45937,23875,2,0,30,0,594,0,1273,4,0,46,22,305,2,11,37,23,660,3,13,570,0,87,0,4,33,3,0,288,131,2014,569,23,5332,0,368,119,43,0,0,0,3,35,2088,155,9,0,39,35,0,423,3,95,315,12,1,1,0,276,16,1519,295,3,363,0,0,0,0,2587,14442,1243,16,71,50,17733,850,5,130,0,1,183,0,0,1,384,18,0,8,0,0,0,2,0,121,65,0,528,1,12,0,925,0,0,24258,4,2,46,2,0,2795,50,3703,6660,352,1,5,1,884,1063,1216,1440,1114,0,4,12492,407,95,0,0,2357,2835,18,0,1098,0,0,56,48,27,1,0,904,284,0,73,39,4,0,1876
1877,3586354,0,116,805,112,6197,2325,134,0,1,0,4826,289,0,0,519,122,1,2,0,0,0,0,126,719,0,0,142,246,0,0,0,40134,10348,0,1826,7,0,4,75,0,1,833,770,4,21628,106,34,2,0,0,0,489,62,0,0,0,3548,35,29,2880,1,1581,2,1503,16160,0,1135,53,1293,161,776,0,997,276,0,2255,990,964,11,37,69,622,687,0,0,0,38,2,0,118,80,0,0,116,103,0,3261,0,0,18200,0,528,0,0,0,0,300,24,1,0,1406,830,223,103,1,0,0,0,0,527,1,3,4,0,0,0,3,3,30,1,0,0,0,0,1526,98,948,7,53665,24241,2,0,35,1,978,0,859,32,3,133,36,389,2,72,31,18,768,4,2,550,0,89,0,3,29,3,0,551,115,2247,796,27,5544,0,1510,34,4,0,0,0,2,15,1777,677,7,0,19,41,10,493,13,154,177,7,1,0,0,380,16,1508,315,1,260,0,0,0,0,2417,14112,906,21,55,33,20224,928,11,222,0,0,177,0,0,2,745,19,2,7,1,0,0,4,1,95,109,0,833,1,43,3,1407,0,0,21162,1,0,25,0,0,3172,49,3920,7343,219,3,1,0,1025,968,1406,546,1342,0,1,14400,671,138,0,0,3489,2570,87,0,1661,0,0,74,37,121,0,2,927,292,0,75,21,21,0,1877
1878,3379500,0,102,628,109,6586,2455,107,0,1,0,4703,224,0,0,76,169,1,0,0,2,0,0,112,656,0,0,131,361,0,0,0,38008,10049,0,1822,7,0,1,85,0,0,758,670,2,22517,121,43,0,0,0,0,615,43,0,0,0,3218,85,61,2806,5,1785,1,1495,15468,2,1383,55,1225,133,919,3,993,250,0,1967,849,1245,34,46,105,578,700,0,0,0,37,0,0,69,100,0,0,109,27,0,3039,0,0,15998,0,520,2,0,0,0,237,38,0,0,1490,1064,140,179,0,0,0,2,0,342,4,3,3,0,0,0,9,0,6,5,0,0,0,0,1698,69,707,1,47228,27412,1,0,23,1,464,0,985,38,0,199,16,618,5,70,46,11,410,5,5,511,0,49,0,2,8,3,0,274,95,2205,859,13,5614,0,633,38,0,0,0,0,2,26,2354,290,10,0,30,39,0,611,15,146,265,8,6,1,0,307,8,1574,314,3,333,0,0,0,1,2400,14340,879,39,101,78,18427,1024,22,130,0,2,259,0,0,4,243,21,0,24,0,0,0,9,0,109,54,0,682,3,45,3,1099,0,0,23428,0,0,43,3,2,3798,37,3873,7108,301,2,0,0,1151,839,1490,704,1673,4,0,12664,546,83,0,2,3522,2716,5,0,578,0,0,73,24,51,0,4,740,306,0,65,29,20,0,1878
1879,2964204,0,99,268,49,6242,2487,86,0,1,0,4254,168,0,0,154,377,3,1,0,2,3,0,105,741,0,0,165,367,0,0,0,33643,8409,0,1688,3,0,1,46,0,0,761,685,4,17083,89,51,0,0,0,0,830,49,0,0,0,2977,10,10,1807,0,1624,0,846,13334,1,1120,18,883,129,1066,5,827,187,0,1669,653,397,26,17,90,670,625,0,0,0,36,0,0,127,188,0,0,88,42,0,2602,0,0,13484,3,435,0,0,1,1,260,31,0,0,1306,808,118,139,0,0,0,0,0,318,1,6,6,0,0,0,4,4,11,0,0,0,0,0,719,93,874,1,41529,19580,0,0,21,2,313,0,749,21,0,124,7,585,2,13,49,5,582,3,3,362,0,55,0,0,0,1,0,322,98,1627,724,14,4302,0,1051,25,0,0,0,0,4,16,1797,166,28,0,20,19,0,528,15,124,152,6,0,0,4,209,6,1357,319,1,329,0,0,0,0,2211,13181,715,20,54,44,19171,813,6,124,0,0,216,1,0,1,951,15,1,3,1,0,0,0,0,116,90,0,542,1,45,5,775,0,0,19048,1,1,22,3,1,2443,69,3364,5971,247,0,1,0,963,644,1306,679,1145,2,0,10775,419,83,0,0,2872,2380,21,0,263,0,0,62,20,89,0,1,257,294,1,27,26,11,0,1879
1880,3044704,0,210,315,149,7324,3285,166,0,0,0,4292,225,0,0,51,442,1,0,0,1,2,0,113,505,0,0,181,157,0,0,0,34395,7897,1,1550,4,0,5,52,0,1,934,819,2,18048,87,45,0,0,0,0,625,65,0,0,0,2878,23,22,3233,8,2051,2,1293,13355,0,1164,23,983,138,1220,0,900,274,0,1966,766,515,23,34,100,820,605,0,0,1,26,0,0,150,157,0,0,126,32,1,2711,0,0,14933,1,368,0,0,0,0,431,45,0,0,1939,940,124,152,2,0,0,0,0,658,0,2,6,0,0,0,7,3,40,3,0,0,0,0,1179,113,1240,4,47560,23157,1,0,24,0,221,0,815,3,3,183,14,296,11,43,116,8,751,6,3,709,0,66,0,5,40,4,0,361,108,1741,883,23,4734,0,1725,18,0,0,0,0,3,19,1486,173,50,1,19,50,0,530,37,313,118,8,0,0,2,278,5,1783,535,0,318,0,0,0,0,2676,12788,984,11,92,63,18649,1050,10,169,0,0,231,0,0,1,460,21,0,3,0,0,0,4,0,92,41,0,559,3,39,7,1355,0,0,17715,0,2,38,0,0,2538,40,2898,6536,214,0,2,0,1372,988,1939,569,1160,3,0,11317,461,111,0,10,2878,2460,11,0,362,0,1,65,27,35,0,1,327,327,0,45,12,10,0,1880
1881,2283938,1,102,482,41,4869,1870,152,0,0,0,3254,145,1,0,127,328,1,0,0,2,0,0,84,587,0,0,91,181,0,0,0,26749,6963,0,835,1,0,1,38,0,0,551,509,1,13181,57,21,6,0,0,0,616,37,0,0,0,2196,154,111,1767,5,1229,3,778,10177,1,1022,24,693,156,778,2,632,179,0,1269,557,296,23,59,82,463,589,0,0,0,43,1,0,117,70,0,1,74,61,1,2533,0,0,11062,0,360,0,0,0,0,357,46,0,0,1259,692,80,148,0,0,0,0,0,262,0,4,13,0,0,0,11,2,2,1,0,0,0,0,458,118,654,1,32474,16644,1,0,19,0,599,0,713,41,1,87,17,370,0,2,83,10,601,1,4,418,0,30,0,2,51,11,0,484,113,1157,571,14,3887,0,410,28,3,0,0,0,0,14,1183,163,5,0,52,44,0,308,27,71,307,3,0,0,1,201,11,1087,245,3,263,0,0,0,0,1635,12261,648,27,145,125,12699,556,14,93,0,2,196,0,0,4,462,11,0,2,0,0,0,6,0,94,35,0,386,1,25,8,1228,0,0,15838,0,0,23,2,0,2096,42,2544,4973,321,0,2,0,945,828,1259,488,998,1,0,7965,334,48,0,0,1586,1727,14,0,255,0,0,54,25,36,1,0,560,332,0,33,63,6,0,1881
1882,3268204,0,87,454,49,6169,2362,156,0,0,0,4025,212,0,0,144,582,0,2,4,1,2,0,76,479,0,0,128,168,0,0,0,35761,9112,0,942,3,0,3,68,0,0,540,476,2,19292,67,51,3,1,0,0,662,114,0,0,3,3174,57,45,2961,2,2060,1,1076,13400,3,1220,108,1039,104,821,2,864,177,0,1669,917,491,39,23,79,532,823,0,0,0,34,3,0,135,92,0,2,51,113,0,2694,0,0,17779,1,407,0,0,0,1,326,56,0,0,2480,1180,127,198,0,0,0,0,0,287,7,6,7,0,0,0,4,3,8,4,0,0,0,1,449,166,760,5,43448,22312,2,0,43,3,681,0,808,1,1,134,18,313,1,0,151,6,274,3,8,678,0,43,0,2,22,8,0,396,119,1702,800,22,5456,0,1069,41,9,0,0,0,6,13,1268,281,6,0,61,58,7,502,30,109,587,7,0,0,0,308,9,1618,278,13,223,0,0,0,0,4576,12337,975,36,150,132,18057,911,8,154,0,1,190,0,0,0,217,14,0,17,2,0,0,11,0,71,80,0,563,2,85,7,1283,0,0,18770,1,0,20,21,1,3827,18,3287,6542,313,0,4,1,1632,1800,2480,646,1243,10,0,11381,481,72,0,1,6008,2604,17,0,650,0,0,53,68,23,0,2,547,407,0,68,48,20,0,1882
1883,3189891,0,63,782,42,5990,2209,112,0,1,0,3978,227,0,0,420,263,1,0,0,3,0,0,96,831,0,0,176,159,0,0,0,38544,10036,0,1953,1,0,2,62,0,1,550,495,0,18577,127,93,0,0,0,0,555,117,0,0,0,2937,47,39,3281,1,2102,0,1819,13861,4,996,104,1172,181,1046,4,771,307,0,1766,605,916,32,35,73,528,726,0,0,0,49,6,0,76,106,0,0,149,45,0,2983,0,0,16059,0,481,0,0,0,0,323,88,3,0,1918,878,132,135,0,0,0,0,1,327,1,3,7,0,0,0,6,4,2,4,0,0,0,1,2282,112,653,3,45182,24210,4,0,20,0,596,0,1634,18,0,116,11,255,35,185,54,28,202,3,25,759,0,69,0,19,33,6,0,498,130,1937,1255,24,4857,0,1631,50,4,0,0,0,7,21,1321,365,9,0,26,104,1,376,5,95,152,6,1,0,0,323,13,2004,432,3,268,0,0,0,0,3068,11942,1313,70,292,151,17702,897,12,204,0,1,215,1,0,0,252,24,1,11,1,0,0,16,1,201,58,0,515,5,56,3,941,0,0,18283,0,0,20,1,3,2602,43,3323,6932,311,1,7,2,1314,1592,1918,730,1515,8,0,11865,549,81,0,0,3850,2568,11,0,372,0,1,94,41,36,2,2,564,260,0,82,14,12,0,1883
1884,2534151,1,143,704,66,5183,1724,109,0,0,0,3896,152,1,0,114,115,1,0,0,2,2,0,90,477,0,0,176,145,0,0,0,29854,7454,0,1130,10,0,1,43,0,0,637,543,8,15084,75,63,0,0,0,0,495,73,0,0,0,2365,72,64,1950,0,1773,6,795,11514,1,1139,16,641,101,886,6,669,222,0,1645,683,589,29,11,77,670,999,0,0,0,51,2,0,67,95,0,0,132,41,0,3053,0,0,12729,0,445,0,0,0,0,369,127,0,0,1170,838,125,151,1,0,0,0,0,379,0,1,10,0,0,0,7,2,6,8,0,2,0,0,657,105,519,2,39809,18073,0,0,17,0,551,0,685,39,0,81,12,195,0,41,19,20,646,0,4,470,0,55,0,16,24,8,0,363,88,1343,996,22,3984,0,744,34,0,0,0,0,2,6,1045,175,5,1,6,56,1,336,1,71,455,7,1,0,0,294,38,1835,616,3,222,0,0,0,0,2017,12477,897,48,109,93,16807,830,4,123,0,0,175,0,0,3,469,15,0,11,0,0,0,8,0,92,38,0,436,0,82,32,703,0,0,17726,1,2,35,4,1,2681,30,3039,6399,261,3,2,0,838,775,1170,560,1151,0,0,9302,513,103,0,0,2764,2002,9,0,382,0,0,69,38,21,0,0,731,305,0,55,43,15,0,1884
1885,3288541,0,102,627,100,6507,2322,70,0,1,1,3803,241,1,0,553,259,0,3,0,3,0,0,111,900,0,0,205,277,0,0,0,38857,9552,1,1833,7,0,2,46,0,0,1216,1147,6,18908,105,57,0,0,0,0,474,62,0,0,0,2979,22,18,3387,3,2511,2,1529,14314,1,1034,100,869,143,615,1,836,263,0,1711,634,710,41,30,103,571,754,0,0,0,34,2,0,118,102,0,0,83,19,0,3663,0,0,16744,0,492,0,0,0,0,350,34,1,0,2144,1205,145,230,1,0,0,0,0,748,2,3,12,0,0,0,13,9,15,2,0,0,0,0,1156,138,967,1,46792,25599,4,0,33,4,523,1,933,24,1,143,14,456,2,103,114,6,297,2,6,1341,0,59,0,28,25,20,0,462,126,2174,1321,20,5482,0,801,27,0,0,0,0,7,29,1497,207,10,0,120,58,4,354,12,174,324,22,0,0,1,297,12,2183,560,0,324,0,0,0,1,2768,14036,1068,39,145,127,17997,1124,10,169,0,2,271,0,0,0,651,46,0,10,2,0,0,3,0,131,109,0,562,4,57,12,913,0,0,21549,0,0,22,0,1,2593,34,4337,7449,305,4,5,3,1641,1286,2144,693,1382,1,0,11686,567,92,0,0,2732,2733,23,0,385,0,0,83,70,64,1,0,592,568,0,117,26,8,0,1885
1886,3268539,0,119,332,133,7352,2551,103,0,1,1,4064,264,1,0,71,215,3,0,0,0,0,0,108,696,0,0,276,241,0,0,0,40378,10206,0,1622,14,0,2,52,0,3,887,819,4,19209,192,144,0,0,0,0,529,98,0,0,0,3264,56,44,3481,0,1835,1,1801,12800,4,1208,92,904,101,775,5,853,237,0,1577,761,547,31,31,95,459,1168,0,0,0,58,1,0,94,78,0,0,127,41,0,3497,0,0,16388,0,474,0,0,0,1,246,47,0,0,2937,1131,145,278,0,0,0,0,0,353,2,0,0,0,0,0,15,7,2,2,0,0,0,0,762,148,1102,3,50698,25867,1,0,37,0,448,0,736,2,0,109,2,428,12,34,141,16,316,4,6,809,0,56,0,1,31,4,0,519,166,1879,2176,25,5078,0,1283,45,3,0,0,0,3,27,1303,262,14,2,181,130,0,438,74,254,294,59,2,0,0,413,4,1678,284,10,178,0,0,0,0,3182,11869,1355,36,161,131,20237,1004,7,148,0,0,267,1,0,0,2106,38,2,9,2,0,0,4,0,147,57,1,568,2,114,37,960,0,0,18887,0,3,24,3,4,3029,36,3782,7419,332,2,1,0,2229,1954,2937,953,1532,14,0,11511,475,62,0,0,3485,2655,26,0,560,0,0,72,68,88,0,4,380,500,0,74,16,22,0,1886
1887,3163177,1,77,416,99,6959,2400,136,0,0,0,3454,245,2,0,121,293,0,0,0,2,0,0,92,716,0,0,193,299,0,0,0,41999,10641,0,1863,10,0,3,45,0,0,894,830,2,18614,89,58,8,0,0,0,768,92,0,0,0,2700,33,29,2768,2,1737,5,1473,12481,1,1011,37,970,94,507,5,824,167,0,1767,592,490,34,15,91,847,785,0,0,0,66,0,0,76,80,0,0,124,20,0,4041,0,0,16427,0,497,0,0,0,1,246,30,1,0,2181,1004,120,244,0,0,0,1,0,263,0,5,6,0,0,0,7,2,1,1,1,0,0,4,702,105,1063,4,46762,25567,0,0,13,1,597,0,185,15,1,135,15,276,2,46,68,12,375,13,10,627,0,100,0,1,49,3,0,474,140,1834,994,20,4521,0,874,32,4,0,0,1,6,27,1249,447,49,0,22,86,0,409,94,144,217,23,4,0,0,413,13,1492,320,2,495,0,0,0,0,3021,15604,1174,34,126,103,17969,862,20,210,0,0,179,1,0,0,702,46,0,9,0,0,0,7,1,94,80,0,542,0,105,41,791,0,0,19611,0,1,37,3,0,3629,20,3832,6918,223,6,0,0,1502,1430,2181,1152,1874,1,0,11935,476,88,0,0,4482,2516,16,0,480,0,0,50,60,63,1,3,273,547,0,66,21,13,0,1887
1888,3077792,1,95,678,30,6274,1803,83,0,5,1,3511,179,0,0,184,350,3,2,0,2,0,0,68,555,0,0,117,259,0,0,1,33902,8808,0,1337,6,0,1,44,0,0,801,742,7,18485,97,66,1,0,0,0,626,221,0,0,0,2546,178,153,2343,1,1297,0,1054,12503,0,1187,17,982,121,472,3,711,165,0,1421,675,528,36,13,92,594,703,0,0,0,82,1,0,75,68,0,1,82,43,0,3035,0,0,15263,0,519,0,0,0,0,261,136,1,0,2606,900,126,193,0,0,0,0,1,252,0,0,10,0,0,0,6,0,2,6,0,0,0,3,761,153,825,8,39694,22697,2,0,22,0,820,2,75,5,3,144,12,210,5,11,107,6,205,7,7,540,0,90,0,1,26,6,0,303,129,1858,1051,17,5224,0,362,28,4,0,0,0,8,50,1072,254,59,0,20,44,1,311,52,129,184,12,1,0,0,306,6,1491,253,1,192,0,0,0,1,2850,14923,952,41,179,153,15990,777,7,118,0,0,117,0,0,0,364,21,0,10,0,0,0,17,0,131,53,0,552,9,132,50,740,0,0,18393,2,0,20,3,0,3878,12,3507,6109,234,5,1,1,1936,1583,2606,1135,1314,6,0,11096,465,81,0,0,2950,2633,13,0,536,0,0,62,40,54,0,1,492,742,0,58,21,4,0,1888
1889,3449190,0,132,479,86,6902,2044,137,0,0,2,3928,203,0,0,63,156,1,3,0,0,0,0,136,761,0,0,300,183,0,0,0,38775,9798,0,2097,57,0,4,57,0,1,1022,919,5,20454,114,61,0,0,0,0,575,96,0,0,0,2990,46,38,3321,15,2282,1,1261,15724,7,1192,54,1092,161,710,4,873,252,0,1706,572,627,41,36,90,854,886,0,0,0,70,2,0,154,87,0,2,174,76,0,3448,0,0,17227,4,536,0,0,0,0,275,108,1,0,2653,1309,168,204,1,0,0,0,0,340,0,14,12,0,0,0,12,3,1,9,0,0,0,0,1451,205,685,1,50809,26159,1,0,39,1,492,0,139,19,0,153,10,509,6,151,83,15,212,2,2,484,0,71,0,5,29,22,0,384,157,2114,1613,35,5520,0,960,36,2,0,0,0,3,42,1344,243,10,2,98,67,0,500,8,137,220,10,0,1,1,350,15,1760,495,2,409,0,0,0,1,3193,14577,1275,31,117,90,20698,1046,4,175,0,4,315,1,0,1,494,32,0,17,2,0,0,3,0,174,87,1,556,3,425,97,961,0,0,21392,3,0,33,6,5,4240,18,3986,8026,295,2,3,1,1997,1343,2653,824,1779,4,0,12801,522,58,0,0,3892,2704,22,0,640,0,1,61,53,93,1,0,540,542,0,97,24,10,0,1889
1890,3288188,0,86,914,58,8342,3675,125,0,0,0,4398,245,0,0,224,138,1,1,0,1,0,0,93,829,0,0,122,186,0,0,0,38331,9743,0,1388,13,0,8,47,0,0,1092,803,4,18481,103,34,1,0,0,0,417,42,0,0,0,2929,98,86,3835,4,2084,1,1493,13642,0,1066,113,1017,86,526,2,889,197,0,1705,868,900,23,21,80,782,907,0,0,0,66,5,0,181,117,0,2,132,47,0,2994,0,0,17386,0,513,0,0,0,0,326,84,0,0,2178,1163,133,296,0,0,0,0,0,313,4,2,3,0,0,0,21,0,17,2,0,0,0,0,984,197,600,22,44740,23181,1,0,23,0,684,2,95,4,1,176,13,364,2,77,49,6,288,1,3,667,0,261,0,7,162,10,0,294,116,2062,1089,18,4928,0,849,57,0,0,0,0,17,50,1264,301,10,0,55,38,11,422,4,57,2221,4,4,0,0,393,5,1401,462,1,355,0,1,0,0,3334,14299,1309,41,97,80,22510,982,23,222,0,1,331,0,0,8,533,56,1,35,0,0,0,5,0,125,103,0,589,7,122,12,1323,0,0,18591,3,1,24,6,0,3619,128,3425,7777,258,4,2,2,1579,1481,2178,569,2004,0,0,13130,625,113,0,0,7150,3777,22,0,564,0,0,68,60,59,2,2,394,635,0,62,14,25,0,1890
1891,3457837,0,212,352,57,7137,2090,119,0,0,1,4449,236,5,0,100,325,1,0,0,2,0,0,79,696,0,0,171,306,0,3,0,40960,10918,0,1467,14,0,2,54,0,0,901,823,0,19190,119,69,4,0,0,0,454,49,0,0,0,3017,38,27,3545,10,2120,0,1406,15158,1,1215,53,1122,108,421,9,777,266,0,1651,1300,731,42,17,60,821,1117,0,0,1,52,8,0,71,67,0,2,175,36,0,3808,0,0,15947,1,652,0,0,0,11,367,55,0,0,2234,1291,170,249,2,0,0,0,0,380,27,4,16,0,0,0,20,0,35,7,2,0,0,0,859,202,1657,8,50154,25755,2,0,28,0,676,0,90,10,4,142,16,540,1,51,58,12,197,25,4,597,0,47,2,3,25,24,7,450,130,2241,1661,26,5113,0,1057,29,1,0,0,0,1,59,1167,347,13,0,133,78,0,672,8,249,171,19,28,0,0,464,7,1353,370,0,428,0,0,0,1,3308,15227,1474,21,115,73,21185,975,17,240,0,0,242,0,0,2,262,42,1,13,1,0,0,6,0,151,77,0,698,2,168,23,831,0,0,19792,0,0,30,12,1,4495,21,3581,8097,358,12,13,8,1411,1145,2234,738,1869,1,0,13083,578,90,0,0,3812,2658,26,0,347,0,0,63,36,86,0,4,321,514,0,66,29,24,0,1891
1892,4206810,0,154,581,100,8707,3059,139,0,0,3,4139,302,1,0,77,816,0,3,0,0,0,0,121,1003,0,0,218,568,0,0,0,49891,12874,1,2545,18,1,2,51,0,0,1077,908,2,25290,171,104,3,0,0,0,1024,67,0,0,0,3250,43,36,4574,5,2638,1,2183,18389,1,1902,47,1340,127,486,6,898,320,0,1873,1499,1462,44,40,108,967,1125,0,0,0,41,5,0,157,128,0,4,172,69,0,4777,0,0,20885,0,807,0,0,0,0,532,103,0,0,2754,1260,196,219,50,0,0,0,0,487,23,3,11,0,0,0,22,1,18,5,0,0,0,0,1939,311,1185,14,60524,31339,2,1,60,2,747,4,199,8,0,150,11,415,2,458,171,7,508,13,10,704,0,45,0,8,30,25,0,314,187,2744,1786,33,5745,0,806,53,3,0,0,0,10,79,2142,419,7,0,26,96,0,637,11,207,266,6,5,0,1,576,77,1806,510,0,379,0,1,0,0,3850,19737,1282,73,174,158,23474,986,23,307,0,3,274,3,0,2,692,55,0,9,1,0,0,13,0,143,166,0,784,4,209,27,1638,0,0,23428,1,2,19,12,1,5217,36,5228,9446,299,3,6,3,2054,1843,2754,1042,2266,4,0,15429,933,157,0,0,4409,3817,47,0,544,0,0,101,41,60,0,13,610,554,0,86,75,44,0,1892
1893,2994648,0,96,548,35,6932,2045,71,0,0,0,3421,184,0,0,155,92,1,0,0,1,0,0,99,673,0,0,234,210,0,0,0,35767,9107,2,1212,13,0,3,30,0,2,909,826,1,16559,80,43,1,0,0,0,526,198,0,0,0,2688,209,119,3083,13,2837,1,1301,13357,50,1018,52,841,132,454,3,745,148,0,1631,843,590,34,32,65,877,1349,1,0,0,44,4,0,115,123,0,1,133,65,0,3175,0,0,14836,0,547,0,0,0,1,266,34,0,0,2390,967,147,125,1,0,0,0,0,434,4,0,12,0,0,0,23,1,16,8,0,1,0,1,1508,388,945,23,45323,22367,0,1,35,2,736,1,120,14,0,161,14,379,1,247,218,12,601,4,15,612,0,40,0,1,16,20,0,369,104,1914,1429,18,4321,0,830,74,3,1,0,0,5,41,843,271,19,0,46,60,0,662,14,130,298,30,8,0,0,405,39,1847,994,1,217,0,0,0,1,3682,16480,1013,24,90,66,19641,689,35,166,0,3,411,0,0,0,463,29,0,42,4,0,0,4,0,187,50,0,744,4,181,5,1411,0,0,18787,2,0,17,24,50,3747,17,3728,7313,233,2,3,2,1710,1122,2390,451,1453,0,3,10788,550,132,0,0,3421,2249,47,0,569,0,0,49,30,39,1,1,497,520,0,71,18,15,0,1893
1894,4066853,0,197,656,143,8202,2822,167,0,0,1,4476,215,2,0,134,108,2,0,0,2,0,0,92,823,0,0,196,551,0,0,0,46733,13002,0,1516,9,0,1,29,0,0,1127,1026,4,24744,95,78,1,0,0,0,744,47,0,0,0,3234,96,68,3012,5,2686,1,1631,17237,0,1208,23,1263,192,1217,6,902,174,0,1898,1149,1223,49,36,91,737,1557,0,0,0,48,2,0,258,106,0,3,191,96,0,3999,0,0,19356,2,775,0,0,0,2,460,57,3,0,2098,1287,178,304,4,0,0,0,0,682,3,0,8,0,0,0,15,0,33,12,0,0,0,0,2178,189,1746,3,56239,29420,6,0,52,11,1365,2,297,14,1,267,4,497,3,169,133,6,244,2,9,555,0,218,0,1,43,17,0,545,222,2526,1697,27,5598,0,1029,33,1,0,0,0,5,37,1471,459,10,0,69,64,1,630,2,142,272,26,25,0,0,511,22,1373,485,0,338,0,0,0,1,3216,18232,1524,20,65,21,25164,896,65,293,0,2,212,0,0,0,699,25,0,34,2,0,0,0,0,158,121,0,663,2,105,6,1374,0,0,24339,1,0,33,16,0,6492,6,5010,9665,195,2,5,5,1498,1408,2098,657,2402,3,0,15034,591,129,0,2,3952,3245,22,0,682,1,0,64,85,71,0,2,519,633,0,76,31,31,0,1894
1895,3523622,0,121,808,27,7233,1991,129,0,0,1,4140,289,2,0,83,288,0,0,0,0,0,0,110,841,0,0,193,369,0,1,0,41571,11188,0,1230,2,0,0,28,0,0,1130,1001,7,20532,102,104,0,0,0,0,514,84,0,0,0,3175,62,48,2463,5,2151,2,1392,15096,3,1394,41,1125,115,517,17,868,183,0,1702,877,673,43,10,59,577,1097,0,0,0,32,1,0,79,51,0,2,97,44,0,3705,0,0,17222,0,708,0,0,1,0,420,74,0,0,2547,1362,180,108,1,0,0,1,0,402,0,3,8,0,0,0,5,0,5,3,0,0,0,0,1153,274,1355,1,54782,26986,0,0,37,4,783,2,148,16,2,93,4,1041,1,117,113,5,577,7,4,528,0,58,0,1,42,29,0,450,166,2277,1947,27,4959,0,1338,31,0,0,0,0,5,43,1253,346,8,0,14,68,0,601,16,104,223,40,0,0,0,498,3,1549,572,0,142,0,1,0,1,3150,16707,1616,16,87,76,19889,1024,21,288,0,1,270,0,0,1,303,20,0,7,0,0,0,3,1,122,86,0,792,3,165,22,1073,0,0,22220,1,0,7,29,2,5400,15,4923,8671,217,1,2,0,1855,1783,2547,593,2354,0,0,13631,620,79,0,0,3375,2591,23,0,386,0,0,67,60,52,0,4,484,413,0,61,32,17,0,1895
